"industry_code","industry_title"
"72112","NAICS 72112 Casino hotels"
"721120","NAICS 721120 Casino hotels"
"72119","NAICS 72119 Other traveler accommodation"
"721191","NAICS 721191 Bed-and-breakfast inns"
"721199","NAICS 721199 All other traveler accommodation"
"7212","NAICS 7212 RV parks and recreational camps"
"72121","NAICS 72121 RV parks and recreational camps"
"721211","NAICS 721211 RV parks and campgrounds"
"721214","NAICS 721214 Recreational and vacation camps"
"7213","NAICS 7213 Rooming and boarding houses"
"72131","NAICS 72131 Rooming and boarding houses"
"721310","NAICS 721310 Rooming and boarding houses"
"722","NAICS 722 Food services and drinking places"
"7221","NAICS07 7221 Full-service restaurants"
"72211","NAICS07 72211 Full-service restaurants"
"722110","NAICS07 722110 Full-service restaurants"
"7222","NAICS07 7222 Limited-service eating places"
"72221","NAICS07 72221 Limited-service eating places"
"722211","NAICS07 722211 Limited-service restaurants"
"722212","NAICS07 722212 Cafeterias, grill buffets, and buffets"
"722213","NAICS07 722213 Snack and nonalcoholic beverage bars"
"7223","NAICS 7223 Special food services"
"72231","NAICS 72231 Food service contractors"
"722310","NAICS 722310 Food service contractors"
"72232","NAICS 72232 Caterers"
"722320","NAICS 722320 Caterers"
"72233","NAICS 72233 Mobile food services"
"722330","NAICS 722330 Mobile food services"
"7224","NAICS 7224 Drinking places, alcoholic beverages"
"72241","NAICS 72241 Drinking places, alcoholic beverages"
"722410","NAICS 722410 Drinking places, alcoholic beverages"
"7225","NAICS 7225 Restaurants and other eating places"
"72251","NAICS 72251 Restaurants and other eating places"
"722511","NAICS 722511 Full-service restaurants"
"722513","NAICS 722513 Limited-service restaurants"
"722514","NAICS 722514 Cafeterias, grill buffets, and buffets"
"722515","NAICS 722515 Snack and nonalcoholic beverage bars"
"81","NAICS 81 Other services, except public administration"
"811","NAICS 811 Repair and maintenance"
"8111","NAICS 8111 Automotive repair and maintenance"
"81111","NAICS 81111 Automotive mechanical and electrical repair"
"811111","NAICS 811111 General automotive repair"
"811112","NAICS 811112 Automotive exhaust system repair"
"811113","NAICS 811113 Automotive transmission repair"
"811118","NAICS 811118 Other automotive mechanical and elec. repair"
"81112","NAICS 81112 Automotive body, interior, and glass repair"
"811121","NAICS 811121 Automotive body and interior repair"
"811122","NAICS 811122 Automotive glass replacement shops"
"81119","NAICS 81119 Other automotive repair and maintenance"
"811191","NAICS 811191 Automotive oil change and lubrication shops"
"811192","NAICS 811192 Car washes"
"811198","NAICS 811198 All other automotive repair and maintenance"
"8112","NAICS 8112 Electronic equipment repair and maintenance"
"81121","NAICS 81121 Electronic equipment repair and maintenance"
"811211","NAICS 811211 Consumer electronics repair and maintenance"
"811212","NAICS 811212 Computer and office machine repair"
"811213","NAICS 811213 Communication equipment repair"
"811219","NAICS 811219 Other electronic equipment repair"
"8113","NAICS 8113 Commercial machinery repair and maintenance"
"81131","NAICS 81131 Commercial machinery repair and maintenance"
"811310","NAICS 811310 Commercial machinery repair and maintenance"
"8114","NAICS 8114 Household goods repair and maintenance"
"81141","NAICS 81141 Home and garden equip. and appliance repair"
"811411","NAICS 811411 Home and garden equipment repair"
"811412","NAICS 811412 Appliance repair and maintenance"
"81142","NAICS 81142 Reupholstery and furniture repair"
"811420","NAICS 811420 Reupholstery and furniture repair"
"81143","NAICS 81143 Footwear and leather goods repair"
"811430","NAICS 811430 Footwear and leather goods repair"
"81149","NAICS 81149 Other household goods repair and maintenance"
"811490","NAICS 811490 Other household goods repair and maintenance"
"812","NAICS 812 Personal and laundry services"
"8121","NAICS 8121 Personal care services"
"81211","NAICS 81211 Hair, nail, and skin care services"
"812111","NAICS 812111 Barber shops"
"812112","NAICS 812112 Beauty salons"
"812113","NAICS 812113 Nail salons"
"81219","NAICS 81219 Other personal care services"
"812191","NAICS 812191 Diet and weight reducing centers"
"812199","NAICS 812199 Other personal care services"
"8122","NAICS 8122 Death care services"
"81221","NAICS 81221 Funeral homes and funeral services"
"812210","NAICS 812210 Funeral homes and funeral services"
"81222","NAICS 81222 Cemeteries and crematories"
"812220","NAICS 812220 Cemeteries and crematories"
"8123","NAICS 8123 Drycleaning and laundry services"
"81231","NAICS 81231 Coin-operated laundries and drycleaners"
"812310","NAICS 812310 Coin-operated laundries and drycleaners"
"81232","NAICS 81232 Drycleaning and laundry services"
"812320","NAICS 812320 Drycleaning and laundry services"
"81233","NAICS 81233 Linen and uniform supply"
"812331","NAICS 812331 Linen supply"
"812332","NAICS 812332 Industrial launderers"
"8129","NAICS 8129 Other personal services"
"81291","NAICS 81291 Pet care, except veterinary, services"
"812910","NAICS 812910 Pet care, except veterinary, services"
"81292","NAICS 81292 Photofinishing"
"812921","NAICS 812921 Photofinishing laboratories, except one-hour"
"812922","NAICS 812922 One-hour photofinishing"
"81293","NAICS 81293 Parking lots and garages"
"812930","NAICS 812930 Parking lots and garages"
"81299","NAICS 81299 All other personal services"
"812990","NAICS 812990 All other personal services"
"813","NAICS 813 Membership associations and organizations"
"8131","NAICS 8131 Religious organizations"
"81311","NAICS 81311 Religious organizations"
"813110","NAICS 813110 Religious organizations"
"8132","NAICS 8132 Grantmaking and giving services"
"81321","NAICS 81321 Grantmaking and giving services"
"813211","NAICS 813211 Grantmaking foundations"
"813212","NAICS 813212 Voluntary health organizations"
"813219","NAICS 813219 Other grantmaking and giving services"
"8133","NAICS 8133 Social advocacy organizations"
"81331","NAICS 81331 Social advocacy organizations"
"813311","NAICS 813311 Human rights organizations"
"813312","NAICS 813312 Environment and conservation organizations"
"813319","NAICS 813319 Other social advocacy organizations"
"8134","NAICS 8134 Civic and social organizations"
"81341","NAICS 81341 Civic and social organizations"
"813410","NAICS 813410 Civic and social organizations"
"8139","NAICS 8139 Professional and similar organizations"
"81391","NAICS 81391 Business associations"
"813910","NAICS 813910 Business associations"
"81392","NAICS 81392 Professional organizations"
"813920","NAICS 813920 Professional organizations"
"81393","NAICS 81393 Labor unions and similar labor organizations"
"813930","NAICS 813930 Labor unions and similar labor organizations"
"81394","NAICS 81394 Political organizations"
"813940","NAICS 813940 Political organizations"
"81399","NAICS 81399 Other similar organizations"
"813990","NAICS 813990 Other similar organizations"
"814","NAICS 814 Private households"
"8141","NAICS 8141 Private households"
"81411","NAICS 81411 Private households"
"814110","NAICS 814110 Private households"
"92","NAICS 92 Public administration"
"921","NAICS 921 Executive, legislative and general government"
"9211","NAICS 9211 Executive, legislative and general government"
"92111","NAICS 92111 Executive offices"
"921110","NAICS 921110 Executive offices"
"92112","NAICS 92112 Legislative bodies"
"921120","NAICS 921120 Legislative bodies"
"92113","NAICS 92113 Public finance activities"
"921130","NAICS 921130 Public finance activities"
"92114","NAICS 92114 Executive and legislative offices, combined"
"921140","NAICS 921140 Executive and legislative offices, combined"
"92115","NAICS 92115 Tribal governments"
"921150","NAICS 921150 Tribal governments"
"92119","NAICS 92119 Other general government support"
"921190","NAICS 921190 Other general government support"
"922","NAICS 922 Justice, public order, and safety activities"
"9221","NAICS 9221 Justice, public order, and safety activities"
"92211","NAICS 92211 Courts"
"922110","NAICS 922110 Courts"
"92212","NAICS 92212 Police protection"
"922120","NAICS 922120 Police protection"
"92213","NAICS 92213 Legal counsel and prosecution"
"922130","NAICS 922130 Legal counsel and prosecution"
"92214","NAICS 92214 Correctional institutions"
"922140","NAICS 922140 Correctional institutions"
"92215","NAICS 92215 Parole offices and probation offices"
"922150","NAICS 922150 Parole offices and probation offices"
"92216","NAICS 92216 Fire protection"
"922160","NAICS 922160 Fire protection"
"92219","NAICS 92219 Other justice and safety activities"
"922190","NAICS 922190 Other justice and safety activities"
"923","NAICS 923 Administration of human resource programs"
"9231","NAICS 9231 Administration of human resource programs"
"92311","NAICS 92311 Administration of education programs"
"923110","NAICS 923110 Administration of education programs"
"92312","NAICS 92312 Administration of public health programs"
"923120","NAICS 923120 Administration of public health programs"
"92313","NAICS 92313 Other human resource programs administration"
"923130","NAICS 923130 Other human resource programs administration"
"92314","NAICS 92314 Administration of veterans' affairs"
"923140","NAICS 923140 Administration of veterans' affairs"
"924","NAICS 924 Administration of environmental programs"
"9241","NAICS 9241 Administration of environmental programs"
"92411","NAICS 92411 Air, water, and waste program administration"
"924110","NAICS 924110 Air, water, and waste program administration"
"92412","NAICS 92412 Administration of conservation programs"
"924120","NAICS 924120 Administration of conservation programs"
"925","NAICS 925 Community and housing program administration"
"9251","NAICS 9251 Community and housing program administration"
"92511","NAICS 92511 Administration of housing programs"
"925110","NAICS 925110 Administration of housing programs"
"92512","NAICS 92512 Urban and rural development administration"
"925120","NAICS 925120 Urban and rural development administration"
"926","NAICS 926 Administration of economic programs"
"9261","NAICS 9261 Administration of economic programs"
"92611","NAICS 92611 Administration of general economic programs"
"926110","NAICS 926110 Administration of general economic programs"
"92612","NAICS 92612 Transportation program administration"
"926120","NAICS 926120 Transportation program administration"
"92613","NAICS 92613 Utility regulation and administration"
"926130","NAICS 926130 Utility regulation and administration"
"92614","NAICS 92614 Agricultural market and commodity regulation"
"926140","NAICS 926140 Agricultural market and commodity regulation"
"92615","NAICS 92615 Licensing and regulating commercial sectors"
"926150","NAICS 926150 Licensing and regulating commercial sectors"
"927","NAICS 927 Space research and technology"
"9271","NAICS 9271 Space research and technology"
"92711","NAICS 92711 Space research and technology"
"927110","NAICS 927110 Space research and technology"
"928","NAICS 928 National security and international affairs"
"9281","NAICS 9281 National security and international affairs"
"92811","NAICS 92811 National security"
"928110","NAICS 928110 National security"
"92812","NAICS 92812 International affairs"
"928120","NAICS 928120 International affairs"
"99","NAICS 99 Unclassified"
"999","NAICS 999 Unclassified"
"9999","NAICS 9999 Unclassified"
"99999","NAICS 99999 Unclassified"
"999999","NAICS 999999 Unclassified"
